record_id;redcap_survey_identifier;introduction_utilisation_des_technologies_interact_timestamp;consent;socio_age;socio_exp;socio_region;socio_milieu___1;socio_milieu___2;socio_milieu___3;socio_milieu___4;socio_milieu___5;socio_milieu___6;socio_milieu_o;socio_prg___1;socio_prg___2;socio_prg___3;socio_prg___4;socio_prg___5;socio_prg___6;socio_acces_it;socio_acces_it_o___1;socio_acces_it_o___2;socio_acces_it_o___3;socio_acces_it_o___4;socio_acces_it_o___5;socio_acces_it_o___6;socio_expo_it;or_profil;introduction_utilisation_des_technologies_interact_complete;profil_utilisateur_de_technologies_interactives_timestamp;rv_ou_ra_used;rv_ou_ra_mrq;rv_ou_ra_frz;rv_ou_ra_ctx;jva_used;jva_mrq;jva_frz;jva_ctx;appli_used;appli_mrq;appli_frz;appli_ctx;wearables_used;wearables_mrq;wearables_frz;wearables_ctx;robo_used;robo_mrq;robo_frz;robo_ctx;mrq_age1;mrq_age2;mrq_age3;mrq_age4;mrq_age5;mrq_used_q2_1___1;mrq_used_q2_1___2;mrq_used_q2_1___3;mrq_used_q2_1___4;mrq_used_q2_1___5;mrq_used_q2_2___1;mrq_used_q2_2___2;mrq_used_q2_2___3;mrq_used_q2_2___4;mrq_used_q2_2___5;mrq_used_q2_3___1;mrq_used_q2_3___2;mrq_used_q2_3___3;mrq_used_q2_3___4;mrq_used_q2_3___5;mrq_used_q2_4___1;mrq_used_q2_4___2;mrq_used_q2_4___3;mrq_used_q2_4___4;mrq_used_q2_4___5;mrq_used_q2_5___1;mrq_used_q2_5___2;mrq_used_q2_5___3;mrq_used_q2_5___4;mrq_used_q2_5___5;mrq_patho1;mrq_patho2;mrq_patho3;mrq_patho4;mrq_patho5;mrq_used_q3_1___1;mrq_used_q3_1___2;mrq_used_q3_1___3;mrq_used_q3_1___4;mrq_used_q3_1___5;mrq_used_q3_2___1;mrq_used_q3_2___2;mrq_used_q3_2___3;mrq_used_q3_2___4;mrq_used_q3_2___5;mrq_used_q3_3___1;mrq_used_q3_3___2;mrq_used_q3_3___3;mrq_used_q3_3___4;mrq_used_q3_3___5;mrq_used_q3_4___1;mrq_used_q3_4___2;mrq_used_q3_4___3;mrq_used_q3_4___4;mrq_used_q3_4___5;mrq_used_q3_5___1;mrq_used_q3_5___2;mrq_used_q3_5___3;mrq_used_q3_5___4;mrq_used_q3_5___5;mrq_path_o;mrq_iog1;mrq_iog2;mrq_iog3;mrq_iog4;mrq_iog5;mrq_used_q4_1;mrq_used_q4_2;mrq_used_q4_3;mrq_used_q4_4;mrq_used_q4_5;ti_iogp;ti_collab;ti_collab_q5_1;ti_collab_pro_q5_1___1;ti_collab_pro_q5_1___2;ti_collab_pro_q5_1___3;ti_collab_pro_q5_1___4;ti_collab_pro_q5_1___5;ti_collab_pro_q5_1___6;ti_collab_pro_q5_1___7;mrq_tps1;mrq_tps2;mrq_tps3;mrq_tps4;mrq_tps5;mrq_used_q6_1;mrq_used_q6_2;mrq_used_q6_3;mrq_used_q6_4;mrq_used_q6_5;mrq_used_q7_1;mrq_used_q7_2;mrq_used_q7_3;mrq_used_q7_4;mrq_used_q7_5;mrq_hab_1_1;mrq_hab_1_2;mrq_hab_1_3;mrq_hab_1_4;mrq_hab_1_5;mrq_hab_2_1;mrq_hab_2_2;mrq_hab_2_3;mrq_hab_2_4;mrq_hab_2_5;ti_vad;ti_vad_q8_1;ti_vad_mrq_q8_1___1;ti_vad_mrq_q8_1___2;ti_vad_mrq_q8_1___3;ti_vad_mrq_q8_1___4;ti_vad_mrq_q8_1___5;ti_accord_q9_1;ti_accord_q9_2;mrqs_used_q9_1___1;mrqs_used_q9_1___2;mrqs_used_q9_1___3;mrqs_used_q9_1___4;mrqs_used_q9_1___5;mrqs_used_q9_2___1;mrqs_used_q9_2___2;mrqs_used_q9_2___3;mrqs_used_q9_2___4;mrqs_used_q9_2___5;ti_po_k;ti_po_asp___1;ti_po_asp___2;ti_po_asp___3;ti_po_asp___4;ti_accord_q12_1;ti_accord_q12_2;mrqs_used_q12_1___1;mrqs_used_q12_1___2;mrqs_used_q12_1___3;mrqs_used_q12_1___4;mrqs_used_q12_1___5;mrqs_used_q12_2___1;mrqs_used_q12_2___2;mrqs_used_q12_2___3;mrqs_used_q12_2___4;mrqs_used_q12_2___5;ti_accord_q13_1;mrqs_used_q13_1___1;mrqs_used_q13_1___2;mrqs_used_q13_1___3;mrqs_used_q13_1___4;mrqs_used_q13_1___5;ti_gestion_pb___1;ti_gestion_pb___2;ti_gestion_pb___3;ti_gestion_pb___4;ti_gestion_pb___5;ti_gestion_pb___6;ti_gestion_pb___7;ti_gestion_pb___8;ti_gestion_pb___9;ti_gestion_pb___10;ti_gestion_pb_o;ti_accord_q15_1;mrq_used_q15_1___1;mrq_used_q15_1___2;mrq_used_q15_1___3;mrq_used_q15_1___4;mrq_used_q15_1___5;ti_preoccup_parents;ti_preoccup_parents_q16_1;ti_preoccup_oui_q16_1___1;ti_preoccup_oui_q16_1___2;ti_preoccup_oui_q16_1___3;ti_preoccup_oui_q16_1___4;ti_preoccup_oui_q16_1___5;ti_preoccup_oui_q16_1___6;ti_preoccup_oui_q16_1___7;ti_preoccup_parents_o;ti_satis_parents;ti_relations_parents;profil_utilisateur_de_technologies_interactives_complete;profil_nonutilisateur_de_technologies_interactives_timestamp;mrq_fam_1;mrq_fam_2;mrq_fam_3;mrq_fam_4;mrq_fam_5;nti_raisons_interet;nti_diff_1_1;nti_diff_1_2;nti_diff_1_3;nti_diff_1_4;nti_diff_1_5;nti_diff_1_6;nti_diff_o;nti_persp_presence;nti_impact_futur;nti_collab;nti_preocup_secu___1;nti_preocup_secu___2;nti_preocup_secu___3;nti_preocup_secu___4;nti_preocup_secu___5;nti_preocup_secu___6;nti_preocup_secu___7;nti_preocup_secu___8;nti_preocup_secu___9;nti_preocup_secu___10;nti_preocup_secu___11;nti_preocup_secu___12;nti_preocup_secu___13;nti_preocup_secu___14;profil_nonutilisateur_de_technologies_interactives_complete;synthse_et_rflexions_futures_pour_tous_timestamp;tt_accord_q1_1;tt_accord_q1_2;mrqs_used_q1_1___1;mrqs_used_q1_1___2;mrqs_used_q1_1___3;mrqs_used_q1_1___4;mrqs_used_q1_1___5;mrqs_used_q1_2___1;mrqs_used_q1_2___2;mrqs_used_q1_2___3;mrqs_used_q1_2___4;mrqs_used_q1_2___5;tt_k_forma;tt_besoin_secu___1;tt_besoin_secu___2;tt_besoin_secu___3;tt_besoin_secu___4;tt_besoin_secu___5;tt_besoin_secu___6;tt_besoin_secu___7;tt_besoin_secu___8;tt_persp_avantage___1;tt_persp_avantage___2;tt_persp_avantage___3;tt_persp_avantage___4;tt_persp_avantage___5;tt_persp_avantage___6;tt_persp_avantage___7;tt_persp_desavantage___1;tt_persp_desavantage___2;tt_persp_desavantage___3;tt_persp_desavantage___4;tt_persp_desavantage___5;tt_persp_desavantage___6;tt_persp_desavantage___7;tt_persp_desavantage___8;tt_persp_desavantage___9;carte_kdo;synthse_et_rflexions_futures_pour_tous_complete;cartescadeaux_timestamp;kdo_carte_coordo;futures_etudes;cartescadeaux_complete
32;;2024-11-25 18:45:24;1;2;2;16;0;1;0;0;0;0;;0;1;0;0;0;1;1;0;1;1;0;0;0;4;1;2;2024-11-25 19:11:08;2;;;;2;;;;1;N/A;2;2;2;;;;2;;;;2;3;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;;;;;3;;;;;Cela m'est indifférenr.;;2;0;0;0;0;0;0;0;1;;;;;3;;;;;3;;;;;12;;;;;10;;;;;;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;1;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;3;0;0;1;0;0;;3;0;0;0;0;0;0;0;;3;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-25 19:15:50;1;1;1;0;0;1;1;0;0;1;0;0;3;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1;1;0;1;0;1;2;2024-11-25 19:16:44;Audrey Malo-Russo  a.m.russo@edme.org;2;2
34;;2024-11-27 10:22:25;2;;;;0;0;0;0;0;0;;0;0;0;0;0;0;;0;0;0;0;0;0;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0
35;;2024-11-27 10:22:56;1;2;2;3;0;0;0;0;1;0;;0;0;1;0;0;0;2;0;0;0;0;0;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2024-11-27 10:23:26;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0
36;;2024-11-27 14:40:07;1;3;5;14;0;0;1;0;0;0;;0;0;1;0;0;1;1;0;1;1;0;0;0;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2024-11-27 14:41:40;1;2;3;1;1;3;2;4;5;5;3;;;2;3;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;2;2024-11-27 14:42:58;1;2;1;0;0;1;1;0;0;0;0;0;3;0;1;1;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;2;2024-11-27 14:43:32;Geneviève Foucreault, ergothérapeute   genevieve.foucreault@ssss.gouv.qc.ca   450-964-7749x236;1;2
37;;2024-11-27 15:25:52;1;1;2;9;1;0;0;1;0;1;CLSC;0;0;0;0;0;1;1;0;0;1;0;0;0;4;1;2;2024-11-27 15:33:48;2;;;;2;;;;1;J'écris;5;2;2;;;;2;;;;3;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;;;2;0;0;0;0;0;0;0;1;;;;;3;;;;;3;;;;;8;;;;;12;;;;;;1;0;0;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;3;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;3;0;0;1;0;0;;1;0;1;0;0;1;0;0;;;;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-27 15:36:37;1;2;1;1;1;1;1;0;0;0;0;0;3;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;2;2024-11-27 15:37:14;Pascale René  pascale.rene.09cisss@ssss.gouv.qc.ca  514-994-7987;1;2
38;;2024-11-27 17:49:38;1;4;5;5;0;0;1;0;0;0;;1;0;1;1;1;1;1;0;1;1;0;0;0;5;1;2;2024-11-27 17:56:03;2;;;;2;;;;1;apple;2;3;2;;;;2;;;;2;3;4;;;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;individuelle... je ne fais pas de groupe actuellement;;1;1;1;0;1;0;0;0;2;;;;;3;;;;;3;;;;;7;;;;;14;;;;;;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;3;0;0;1;0;0;;1;0;1;0;1;0;0;1;coût parfois élevé;3;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-27 17:57:44;2;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;2;2024-11-27 17:58:18;martine Normandeau  martine.normandeau.ciussse-chus@ssss.gouv.qc.ca;1;2
39;;2024-11-28 09:44:38;1;2;3;3;0;0;1;0;0;0;;0;1;0;0;0;1;1;0;1;1;0;0;0;3;1;2;2024-11-28 09:52:48;2;;;;2;;;;2;;;;2;;;;2;;;;2;3;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;;;2;0;0;0;0;0;0;0;1;;;;;3;;;;;3;;;;;12;;;;;14;;;;;;2;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;3;1;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;;2;0;0;1;0;0;;1;0;1;0;0;0;0;0;;2;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-28 09:55:26;1;2;1;1;1;1;1;0;0;0;0;0;3;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;1;1;1;1;0;1;2;2024-11-28 09:56:39;Sandrine Léger  Sandrine.leger3@gmail.com;1;2
41;;2024-11-28 14:46:24;1;3;5;8;0;0;1;0;0;0;;1;1;1;1;1;1;1;0;0;1;0;0;0;3;1;2;2024-11-28 15:18:08;2;;;;2;;;;1;"J'écris en script/cursif; et communication";2;2;2;;;;2;;;;3;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;Nous sommes en milieu rural et nous avons une clientèle très hétérogène, peu de possibilité de groupe. L'utilisation que nous avons fait est très spécialisée/individuelle.;;1;0;1;0;1;0;0;0;3;;;;;3;;;;;3;3;;;;14;12;;;;;;;;;;1;0;0;1;0;0;1;3;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;;3;0;0;1;0;0;;1;0;1;0;1;1;1;0;;2;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-28 15:21:15;3;3;0;0;0;0;0;0;0;0;0;0;3;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;2;2024-11-28 15:21:55;Caroline Labonté  caroline_labonte@ssss.gouv.qc.ca  819-290-4629;1;2
42;;2024-11-28 15:44:09;1;3;5;16;0;0;1;0;0;0;;1;1;1;0;0;1;1;1;1;1;1;0;0;4;1;2;2024-11-28 15:53:08;2;;;;2;;;;2;;;;2;;;;2;;;;3;;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;;;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;;;1;2;3;;;je ne fais jamais de groupe;;1;1;0;0;0;0;0;0;1;1;1;;;1;2;3;;;1;2;3;;;6;2;12;;;12;7;14;;;;1;0;1;0;0;0;1;1;1;1;1;0;0;1;1;1;0;0;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;3;1;1;1;0;0;;2;0;0;0;0;0;0;0;;3;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-28 15:54:54;2;3;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;1;1;1;1;0;1;2;2024-11-28 15:55:24;veronique Roy-Beaudry  veronique.roy-beaudry.cisssmo16@ssss.gouv.qc.ca;1;2
43;;2024-12-02 15:37:10;1;3;5;15;0;0;1;0;0;0;;0;0;1;1;1;0;1;0;1;1;0;0;0;4;1;2;2024-12-02 15:57:24;2;;;;2;;;;2;;;;2;;;;2;;;;3;4;;;;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;;;;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;3;;;;2;3;;;;Dans les deux contextes, je trouve ça pertinent car l'enfant est généralement très engagé dans ce type d'activité. ;;1;1;0;0;0;0;0;0;2;3;;;;2;3;;;;2;3;;;;6;14;;;;7;8;;;;;1;0;0;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;;3;1;1;1;1;1;;1;0;1;0;1;0;0;0;;3;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-12-02 16:01:17;1;3;1;0;0;0;1;0;0;0;0;0;3;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;2024-12-02 16:01:58;Annie Martel   annie.martel@ssss.gouv.qc.ca   438-871-1240;1;2
44;;2024-12-17 23:41:04;1;2;2;6;0;0;0;1;0;0;;0;1;0;0;0;1;2;0;0;0;0;0;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2024-12-17 23:44:37;1;1;3;1;1;3;3;4;4;2;2;3;;2;3;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2;2024-12-17 23:47:14;1;3;1;1;1;1;1;0;0;0;0;0;3;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;2;2024-12-17 23:48:27;Reem Hussein, reemhussein@hotmail.com.;1;2
45;;2024-12-20 13:45:34;1;3;4;6;0;0;1;0;0;0;;0;0;0;1;0;0;1;1;1;1;1;1;0;4;1;2;2024-12-20 13:55:02;2;;;;1;Nintendo Switch;4;2;1;Android et Ipad;3;3;1;Arméo Senso;4;2;1;Arméo Ped;4;2;4;3;;;;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;;2;3;4;5;;Je n'ai connu qu'en mode individuel... mais je pourrais voir le potentiel de l'utiliser en groupe.;;2;0;0;0;0;0;0;0;4;3;5;5;;2;4;3;5;;2;1;3;4;5;5;15;14;5;5;1;;8;12;6;;1;0;1;0;0;0;1;1;0;1;1;1;1;0;1;1;0;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;1;2;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;;2;0;0;0;0;0;;1;0;1;1;0;1;0;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-12-20 13:59:09;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;2;2024-12-20 13:59:46;Catherine Desautels  catherine.desautels.hsj@ssss.gouv.qc.ca  514-374-1710 poste 8306;1;2
46;;2024-12-20 13:46:57;1;4;4;6;0;0;1;0;0;0;;1;0;1;1;1;1;1;0;0;1;1;0;0;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0
47;;2024-12-20 13:56:55;1;1;2;6;0;0;1;1;0;0;;0;0;1;1;0;0;1;1;1;1;1;1;0;4;1;2;2024-12-20 14:06:31;2;;;;2;;;;2;;;;2;;;;2;;;;4;;;;;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;;;;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;1;1;;;2;3;5;;;En individuel plus pertinent et spécifique, mais bonne émulsion de groupe quand utilisation d'un jeu vidéo compétitif;;1;1;1;0;1;0;0;0;3;2;2;;;2;3;5;;;1;2;3;4;5;15;5;14;15;12;15;12;9;15;5;;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;1;0;1;3;1;0;0;1;0;0;1;0;1;1;1;1;0;1;0;;3;1;1;1;1;1;;1;0;1;1;1;1;0;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-12-20 14:09:04;1;1;1;0;0;1;1;1;1;1;0;1;3;0;1;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;0;1;1;0;1;2;2024-12-20 14:09:42;Sara, Kissel, sara.kissel.hsj@ssss.gouv.qc.ca, 5146136838;1;2
48;;2024-12-20 14:00:15;1;2;4;6;0;0;1;0;0;0;;1;1;1;1;1;1;1;0;0;1;1;0;0;5;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0
49;;2024-12-20 14:05:10;1;1;1;6;0;0;1;0;0;0;;0;0;1;1;0;1;1;0;1;1;1;0;0;3;1;2;2024-12-20 14:14:01;2;;;;1;Nitendo, OSMO, PS$ adapté;3;2;1;Helkidslearn;1;3;1;Armeo;5;2;2;;;;3;4;;;;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;;;0;0;1;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;;;2;3;4;;;J'aime mieux les utiliser en individuel. Toutefois, je vois la plus value de l'utiliser en groupe. ;;1;1;1;0;1;0;0;0;5;3;3;;;3;2;4;;;3;2;4;;;9;6;6;;;14;13;13;;;;1;0;1;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;;3;1;1;1;1;1;;1;0;1;1;0;0;0;0;;3;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-12-20 14:15:28;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;2;2024-12-20 14:15:58;Aude Verreault, aude.verreault.hsj@ssss.gouv.qc.ca;1;2
